county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,legislative_district,electric_utility,Electric_Range_MinMax,Model_Year_ZScore,Range_Category
King,Newcastle,WA,98056.0,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Kent,WA,98031.0,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Bothell,WA,98011.0,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Seattle,WA,98199.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.05460750853242321,-1.9668783050323277,Short
King,Bellevue,WA,98008.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Clark,Vancouver,WA,98663.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Clark,Vancouver,WA,98683.0,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.24573378839590443,-2.6062145576889995,Medium
Snohomish,Bothell,WA,98012.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21.0,PUGET SOUND ENERGY INC,0.0,1.2298029582510313,Unknown/Not Researched
Clark,Battle Ground,WA,98604.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Kent,WA,98030.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bellevue,WA,98004.0,2024,GENESIS,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Burien,WA,98166.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bellevue,WA,98004.0,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Seattle,WA,98122.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Redmond,WA,98052.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Auburn,WA,98092.0,2025,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.07167235494880546,0.9101348319226953,Short
Kitsap,Poulsbo,WA,98370.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,23.0,PUGET SOUND ENERGY INC,0.515358361774744,-1.3275420523756558,Long
King,Sammamish,WA,98074.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Covington,WA,98042.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.25597269624573377,-2.9258826840173353,Medium
King,Tukwila,WA,98178.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Seattle,WA,98125.0,2025,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Kirkland,WA,98034.0,2015,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.23208191126279865,-2.2865464313606636,Medium
King,Tukwila,WA,98168.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Shoreline,WA,98177.0,2025,VOLKSWAGEN,ID. BUZZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Redmond,WA,98052.0,2025,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Seattle,WA,98178.0,2025,NISSAN,ARIYA MPV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Seattle,WA,98125.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Seattle,WA,98133.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Seattle,WA,98125.0,2018,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.378839590443686,-1.3275420523756558,Medium
King,Seattle,WA,98125.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.2832764505119454,-1.9668783050323277,Medium
King,Bellevue,WA,98006.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Bellevue,WA,98006.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Seattle,WA,98125.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Snohomish,Monroe,WA,98272.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,39.0,PUGET SOUND ENERGY INC,0.757679180887372,-0.36853767339064825,Long
Clark,Vancouver,WA,98685.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.25597269624573377,-2.9258826840173353,Medium
King,Seattle,WA,98122.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.8156996587030717,-0.6882057997189841,Long
King,Kirkland,WA,98033.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Kitsap,Bainbridge Island,WA,98110.0,2021,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,23.0,PUGET SOUND ENERGY INC,0.14334470989761092,-0.36853767339064825,Short
Kitsap,Bainbridge Island,WA,98110.0,2023,NISSAN,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23.0,PUGET SOUND ENERGY INC,0.0,0.2707985792660235,Unknown/Not Researched
Clark,Camas,WA,98607.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.10238907849829351,0.2707985792660235,Short
King,Bellevue,WA,98006.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Bellevue,WA,98006.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Redmond,WA,98052.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
Clark,Vancouver,WA,98686.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Seattle,WA,98125.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.28668941979522183,-2.2865464313606636,Medium
King,Kirkland,WA,98034.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Redmond,WA,98052.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,North Bend,WA,98045.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,5.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.28668941979522183,-2.2865464313606636,Medium
King,Seattle,WA,98125.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Kirkland,WA,98033.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.9078498293515358,-0.6882057997189841,Long
King,Seattle,WA,98177.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.9931740614334471,-0.6882057997189841,Long
King,Seattle,WA,98109.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.42662116040955633,-1.00787392604732,Medium
King,Maple Valley,WA,98038.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,5.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.11262798634812286,0.2707985792660235,Short
King,Bellevue,WA,98004.0,2019,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.08532423208191127,-1.00787392604732,Short
Snohomish,Everett,WA,98208.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,44.0,PUGET SOUND ENERGY INC,0.24914675767918087,-3.565218936674007,Medium
King,Kent,WA,98031.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.08873720136518772,-1.00787392604732,Short
King,Burien,WA,98166.0,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,34.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.10921501706484642,0.5904667055943594,Short
Clark,Brush Prairie,WA,98606.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Seattle,WA,98109.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bellevue,WA,98006.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bothell,WA,98011.0,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.06484641638225255,-2.2865464313606636,Short
Snohomish,Monroe,WA,98272.0,2024,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39.0,PUGET SOUND ENERGY INC,0.0,0.5904667055943594,Unknown/Not Researched
Clark,Vancouver,WA,98664.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.10921501706484642,-0.6882057997189841,Short
King,Seattle,WA,98177.0,2025,NISSAN,ARIYA MPV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Renton,WA,98055.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Issaquah,WA,98027.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Seattle,WA,98117.0,2025,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Thurston,Rainier,WA,98576.0,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2.0,PUGET SOUND ENERGY INC,0.0,0.5904667055943594,Unknown/Not Researched
King,Newcastle,WA,98059.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.10238907849829351,-0.36853767339064825,Short
King,Bellevue,WA,98006.0,2025,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Thurston,Tenino,WA,98589.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,20.0,PUGET SOUND ENERGY INC,0.07167235494880546,0.5904667055943594,Short
King,Seattle,WA,98125.0,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.04778156996587031,-1.3275420523756558,Short
King,Shoreline,WA,98155.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Kirkland,WA,98034.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Newcastle,WA,98059.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Bellevue,WA,98005.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Seattle,WA,98125.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Clark,Vancouver,WA,98685.0,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Kitsap,Bainbridge Island,WA,98110.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,23.0,PUGET SOUND ENERGY INC,0.04436860068259386,-1.3275420523756558,Short
Clark,Ridgefield,WA,98642.0,2022,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Thurston,Olympia,WA,98501.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22.0,PUGET SOUND ENERGY INC,0.8122866894197952,-1.3275420523756558,Long
King,Seattle,WA,98112.0,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
Thurston,Lacey,WA,98503.0,2023,NISSAN,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22.0,PUGET SOUND ENERGY INC,0.0,0.2707985792660235,Unknown/Not Researched
King,Kent,WA,98031.0,2025,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,54,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.18430034129692832,0.9101348319226953,Medium
King,Kirkland,WA,98033.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Newcastle,WA,98056.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Redmond,WA,98052.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Federal Way,WA,98023.0,2025,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,30.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Thurston,Olympia,WA,98502.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,22.0,PUGET SOUND ENERGY INC,0.11262798634812286,0.2707985792660235,Short
King,Kirkland,WA,98033.0,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Bellevue,WA,98004.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Bellevue,WA,98006.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.9078498293515358,-0.6882057997189841,Long
King,Seattle,WA,98125.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.18088737201365188,-1.647210178703992,Medium
King,Renton,WA,98056.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Kent,WA,98032.0,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Seattle,WA,98177.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.28668941979522183,-2.2865464313606636,Medium
King,Kirkland,WA,98034.0,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.13310580204778158,0.5904667055943594,Short
Kitsap,Bainbridge Island,WA,98110.0,2025,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,60,23.0,PUGET SOUND ENERGY INC,0.20477815699658702,0.9101348319226953,Medium
King,Redmond,WA,98052.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.7167235494880546,-1.647210178703992,Long
King,Bellevue,WA,98008.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
Kitsap,Bainbridge Island,WA,98110.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23.0,PUGET SOUND ENERGY INC,0.0,0.5904667055943594,Unknown/Not Researched
Yakima,Zillah,WA,98953.0,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,15.0,PACIFICORP,0.7440273037542662,-0.36853767339064825,Long
Clark,Vancouver,WA,98685.0,2025,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Kent,WA,98031.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Jefferson,Port Townsend,WA,98368.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,24.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,0.8122866894197952,-1.3275420523756558,Long
King,Seattle,WA,98125.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Snohomish,Edmonds,WA,98026.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21.0,PUGET SOUND ENERGY INC,0.0,0.2707985792660235,Unknown/Not Researched
King,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
